full_text,text_clean,class,tokens,lemma
"@sandiuno ..waktu sisa ini coba mas Menteri bangun project yg duar gitu, misal bangun sebuah hub utk ekonomi kreatif. Model bisnisnya misal duplikasi dari Uniqlo atau Miniso dan mulai di Jakarta dan Bali, kolab dng kemenBUMN, Keu, Bangdes, Dikti. Anies yg cuma stadion aja bisa jualan ðŸ˜€",waktu sisa coba menteri bangun project duar gitu misal bangun ekonomi kreatif model bisnis misal duplikasi uniqlo miniso mulai jakarta bal kolab kemenbumn bangun desa dikti stadion jual,1,"['waktu', 'sisa', 'coba', 'menteri', 'bangun', 'project', 'duar', 'gitu', 'misal', 'bangun', 'ekonomi', 'kreatif', 'model', 'bisnis', 'misal', 'duplikasi', 'uniqlo', 'miniso', 'mulai', 'jakarta', 'bal', 'kolab', 'kemenbumn', 'bangun', 'desa', 'dikti', 'stadion', 'jual']",waktu sisa coba menteri bangun project duar gitu misal bangun ekonomi kreatif model bisnis misal duplikasi uniqlo miniso mulai jakarta bal kolab kemenbumn bangun desa dikti stadion jual
"Puji Anies Baswedan sebagai Pemimpin Masa Depan, Tokoh Muhammadiyah Optimistis Menang di Kandang Banteng https://t.co/I42WAQiWY6",puji baswedan pimpin masa tokoh muhammadiyah optimistis menang kandang banteng,2,"['puji', 'baswedan', 'pimpin', 'masa', 'tokoh', 'muhammadiyah', 'optimistis', 'menang', 'kandang', 'banteng']",puji baswedan pimpin masa tokoh muhammadiyah optimistis menang kandang banteng
"@itsbinbinnn @shitlicious Waaah menarik wkwk, pak Prabowo dengan wakilnya yg dianggap masih muda"" pak Ganjar dengan wakilnya yg ""superior"" dan pak Anies dengan wakilnya yg ""kontroversi"" haha""",waaah tarik tertawa wakil anggap muda wakil superior wakil kontroversi tertawa,0,"['waaah', 'tarik', 'tertawa', 'wakil', 'anggap', 'muda', 'wakil', 'superior', 'wakil', 'kontroversi', 'tertawa']",waaah tarik tertawa wakil anggap muda wakil superior wakil kontroversi tertawa
"@hasyimmah Kalau ingin Indonesia berubah, pilih Anies-Imin  Kalau ingin Indonesia miskin, pilih Ganjar-Mahfud  Kalau ingin Indonesia maju, pilih Prabowo-Gibran",indonesia ubah pilih imin indonesia miskin pilih mahfud indonesia maju pilih gibran,1,"['indonesia', 'ubah', 'pilih', 'imin', 'indonesia', 'miskin', 'pilih', 'mahfud', 'indonesia', 'maju', 'pilih', 'gibran']",indonesia ubah pilih imin indonesia miskin pilih mahfud indonesia maju pilih gibran
Subhanallah banyak juga pendukung pak Anies di Solo yaa....â˜ï¸ðŸ˜ƒ,subhanallah dukung solo,2,"['subhanallah', 'dukung', 'solo']",subhanallah dukung solo
@sobat_anies Solo nih loh ya Alhamdulillah AMIN,solo alhamdulillah amin,2,"['solo', 'alhamdulillah', 'amin']",solo alhamdulillah amin
"@elkrova Selama hampir 2 peroide jkw jg gk ada terobosan signifikan buat imb gerejaÂ² katolik yg lama terbengkalai. Jujur seburukÂ²nya msh mending anies, bisa ada satu gereja katolik dki yg kebangun, walau pakai akalÂ²an kucurin dana ormas biar yg biasa protes pembangunan gereja mingkem.",peroide jokowi terobos signifikan gereja katolik bengkalai jujur buruk lebih baik satu gereja katolik bangun pakai akal kucurin dana ormas yang protes bangun gereja mingkem,2,"['peroide', 'jokowi', 'terobos', 'signifikan', 'gereja', 'katolik', 'bengkalai', 'jujur', 'buruk', 'lebih', 'baik', 'satu', 'gereja', 'katolik', 'bangun', 'pakai', 'akal', 'kucurin', 'dana', 'ormas', 'yang', 'protes', 'bangun', 'gereja', 'mingkem']",peroide jokowi terobos signifikan gereja katolik bengkalai jujur buruk lebih baik satu gereja katolik bangun pakai akal kucurin dana ormas protes bangun gereja diam
@ekowboy2 Qodari sudah grogi.  Ini tanda2nya Anies akan menang dalam 1putaran,qodari grogi tanda menang putar,2,"['qodari', 'grogi', 'tanda', 'menang', 'putar']",qodari grogi tanda menang putar
@GeiszChalifah @satriamadang88 karena menurut anda anies tidak zalim?,zalim,1,['zalim'],zalim
"@Omnya_Gibran Hanya Orang Sholeh dan Cerdas yg bisa bikin NKRI Gemilang dan maju.... Go ahead Pak Anies Baswedan. Kita golongan orang waras yg objektif, punya nalar dan logika!!",orang sholeh cerdas buat nkri gemilang maju ahead baswedan golong orang waras objektif punya nalar logika,2,"['orang', 'sholeh', 'cerdas', 'buat', 'nkri', 'gemilang', 'maju', 'ahead', 'baswedan', 'golong', 'orang', 'waras', 'objektif', 'punya', 'nalar', 'logika']",orang sholeh cerdas buat nkri gemilang maju ahead baswedan golong orang waras objektif punya nalar logika
@kumparan Fokus hadapi Prabowo-Gibran tp malah digebuk Anies-Imin,fokus hadap gibran gebuk imin,2,"['fokus', 'hadap', 'gibran', 'gebuk', 'imin']",fokus hadap gibran gebuk imin
"Dari alam bawah sadar anda tertulis prabowo presiden, gerindra menang, yg artinya gerindra akan jadi penguasa tanpa butuh partai pendukung lainnya seperti golkar, pan perindo dll.  #AMINAjaDulu  #AniesMuhaimin2024 Anies presiden, rakyat menang!!",alam bawah sadar tulis presiden gerindra menang arti gerindra jadi kuasa butuh partai dukung golkar perindo lain presiden rakyat menang,2,"['alam', 'bawah', 'sadar', 'tulis', 'presiden', 'gerindra', 'menang', 'arti', 'gerindra', 'jadi', 'kuasa', 'butuh', 'partai', 'dukung', 'golkar', 'perindo', 'lain', 'presiden', 'rakyat', 'menang']",alam bawah sadar tulis presiden gerindra menang arti gerindra kuasa butuh partai dukung golkar perindo presiden rakyat menang
Dokter @Lisaamartatara6 ini contoh dokter yang rusak gara2 copras capres. Tahun 2019 dia pendukung Prabowo. Tahun sekarang dia mendukung Anies. Rusak logikanya gara2 dukung Anies. Padahal kan tinggal googling aja ketahuan AQ sudah mundur dari Demokrat sejak 2014. Memalukan!,dokter contoh dokter rusak gara copras capres tahun dukung tahun dukung rusak logika gara dukung tinggal googling tahu mundur demokrat malu,1,"['dokter', 'contoh', 'dokter', 'rusak', 'gara', 'copras', 'capres', 'tahun', 'dukung', 'tahun', 'dukung', 'rusak', 'logika', 'gara', 'dukung', 'tinggal', 'googling', 'tahu', 'mundur', 'demokrat', 'malu']",dokter contoh dokter rusak gara copras capres tahun dukung tahun dukung rusak logika gara dukung tinggal googling tahu mundur demokrat malu
@detikcom Nanti anies orasi gak ya,orasi,2,['orasi'],orasi
"Jk undecided voters (12,8%) survei SMRC terbaru didistribusikan sesuai % masing2 pasangan, hasilnya Prabowo-Gibran menang 1 putaran. Perhitungannya:  - Prabowo-Gibran = 45,3% + 5,824% = 51,124% - Ganjar-Mahfud = 22,9% + 2,891% = 25,791% - Anies-Muhaimin = 19% + 2,432% = 21,432% https://t.co/C9pu13XTjr",undecided voters survei smrc baru distribusi sesuai pasang hasil gibran menang putar hitung gibran mahfud muhaimin,2,"['undecided', 'voters', 'survei', 'smrc', 'baru', 'distribusi', 'sesuai', 'pasang', 'hasil', 'gibran', 'menang', 'putar', 'hitung', 'gibran', 'mahfud', 'muhaimin']",undecided voters survei smrc baru distribusi sesuai pasang hasil gibran menang putar hitung gibran mahfud muhaimin
"Banyak yg akan milih Prabowo krn memang suka sama Prabowo, bukan krn siapa cawapresnya. Bahkan dipasangkan dengan sendal jepit pun tetap milih Prabowo. Hal serupa pun berlaku di antara mereka yg akan milih Ganjar atau Anies.",milih suka cawapresnya pasang sendal jepit tetap milih laku milih,0,"['milih', 'suka', 'cawapresnya', 'pasang', 'sendal', 'jepit', 'tetap', 'milih', 'laku', 'milih']",milih suka cawapresnya pasang sendal jepit tetap milih laku milih
@YRadianto Takut demokrat kejadian sm anies sdh pajang baliho anies eh berakhir diturunkan bgt jg dgn gibran..jgn2 nanti jg di turunkan cara aman jgn ada foto gibranðŸ¤”ðŸ˜‚,takut demokrat jadi sama pajang baliho akhir turun banget dengan gibran jangan turun cara aman jangan foto gibran,1,"['takut', 'demokrat', 'jadi', 'sama', 'pajang', 'baliho', 'akhir', 'turun', 'banget', 'dengan', 'gibran', 'jangan', 'turun', 'cara', 'aman', 'jangan', 'foto', 'gibran']",takut demokrat sama pajang baliho akhir turun banget gibran jangan turun cara aman jangan foto gibran
@aadhmusic @puanmaharani_ri Rapatkan barisan memenangkan Anies Muhaimin,rapat baris menang muhaimin,2,"['rapat', 'baris', 'menang', 'muhaimin']",rapat baris menang muhaimin
"@never_alonely Jadi pemimpin itu ga hanya harus pintar tapi juga cerdas, berani, dan punya nurani. Hukuman ini jelas menunjukkan pimpinan PSSI ga cerdas, ga berani, dan ga punya nurani. wawasannya kalah sama kelas supporter bola. Dah lah kita reformasi aja lagi setelah ganti dgn rezim pak Anies",jadi pimpin pintar cerdas berani punya nurani hukum jelas tunjuk pimpin cerdas berani tidak punya nurani wawas kalah kelas supporter bola reformasi ganti rezim,1,"['jadi', 'pimpin', 'pintar', 'cerdas', 'berani', 'punya', 'nurani', 'hukum', 'jelas', 'tunjuk', 'pimpin', 'cerdas', 'berani', 'tidak', 'punya', 'nurani', 'wawas', 'kalah', 'kelas', 'supporter', 'bola', 'reformasi', 'ganti', 'rezim']",pimpin pintar cerdas berani punya nurani hukum jelas tunjuk pimpin cerdas berani punya nurani wawas kalah kelas supporter bola reformasi ganti rezim
In Syaa Allah..asal tidak curang Anies menang.,syaa allah asal curang menang,2,"['syaa', 'allah', 'asal', 'curang', 'menang']",insya allah asal curang menang
https://t.co/vXQkC9HDZk                                   *Subhanalloh...*                                    Sukses besar..!!!                   ðŸ‘ðŸ˜ŠðŸ’ª.                            Beginilah kenyataanya ketika pak Anies kunjungan ke Solo,subhanalloh sukses besar kenyataanya kunjung solo,2,"['subhanalloh', 'sukses', 'besar', 'kenyataanya', 'kunjung', 'solo']",subhanalloh sukses besar kenyataanya kunjung solo
"@AkuSend70955060 @moechlissinna @danielht2009 @Dennysiregar7 Si P(e)anies, sungguh AMIS, kardus durian ðŸ˜",sungguh amis kardus durian,1,"['sungguh', 'amis', 'kardus', 'durian']",sungguh amis kardus durian
@aniesbaswedan @feryfarhati MasyaAllah BarokaAllah RidhaAllah pak anies ðŸ™ðŸ˜­ðŸ˜­ðŸ™ ...,masyaallah barokaallah ridhaallah,2,"['masyaallah', 'barokaallah', 'ridhaallah']",masyaallah barokaallah ridhaallah
"Beda Hasil Survei Elektabilitas Prabowo, Ganjar, Anies Bulan Juli - CNN Indonesia https://t.co/lHahHfAbF2 #Jokowinomics #BersamaPrabowo #MenataMasaDepan",beda hasil survei elektabilitas bulan juli indonesia,0,"['beda', 'hasil', 'survei', 'elektabilitas', 'bulan', 'juli', 'indonesia']",beda hasil survei elektabilitas bulan juli indonesia
"@P3n99u94t_ MasyaAllah BarokaAllah TabarokAllah pak anies, aamiin yaa Robbalalamin yaa mujibal hajad...",masyaallah barokaallah tabarokallah aamiin robbalalamin mujibal hajad,2,"['masyaallah', 'barokaallah', 'tabarokallah', 'aamiin', 'robbalalamin', 'mujibal', 'hajad']",masyaallah barokaallah tabarokallah aamiin robbalalamin mujibal hajad
"Anies Sejak Dulu Mendukung Kemerdekaan Palestina. Yang Ngaku2 Paling NKRI malah membela Israel, Sang Penjajah, tidak mengerti isi Pembukaan UUD 1945 https://t.co/RpdmUdz4U6",dukung merdeka palestina aku nkri bela israel sang jajah erti buka,2,"['dukung', 'merdeka', 'palestina', 'aku', 'nkri', 'bela', 'israel', 'sang', 'jajah', 'erti', 'buka']",dukung merdeka palestina aku nkri bela israel sang jajah arti buka
"Meminimalisir Kecurangan, Anies Tantang Warga Solo Raya Menangkan Amin secara Mutlak https://t.co/niftUBAcby",meminimalisir curang tantang warga solo raya menang amin mutlak,2,"['meminimalisir', 'curang', 'tantang', 'warga', 'solo', 'raya', 'menang', 'amin', 'mutlak']",meminimalisir curang tantang warga solo raya menang amin mutlak
@BosPurwa @ridwankamil Emil harus mencontoh Anies. Tanpa ikut partai tapi didorong parpol utk nyapres. Tamatlah karir politik dan sosial Emil.,emil contoh ikut partai dorong partai politik nyapres tamat karir politik sosial emil,2,"['emil', 'contoh', 'ikut', 'partai', 'dorong', 'partai', 'politik', 'nyapres', 'tamat', 'karir', 'politik', 'sosial', 'emil']",emil contoh ikut partai dorong partai politik nyapres tamat karir politik sosial emil
@ajengcute16__ Anies tampil di Monas Minggu. Dan diberbagai tempat di daerah sudah menyerukan kemerdekaan Palestina lebih dulu,tampil monas minggu bagai tempat daerah seru merdeka palestina,2,"['tampil', 'monas', 'minggu', 'bagai', 'tempat', 'daerah', 'seru', 'merdeka', 'palestina']",tampil monas minggu bagai tempat daerah seru merdeka palestina
@_BungHerwin Wkwkwk.... Harusnya ini menjadi acaranya ganjar. Anies memang ga ada akhlak.,wkwkwk jadi acara akhlak,1,"['wkwkwk', 'jadi', 'acara', 'akhlak']",acara akhlak
@bengkeldodo @P4P4B0W0_2024 @99propaganda @Ndons_Back @are_inismyname @adri_7i @Abaaah @Affan79992133 @florieliciouss @NilaWati375469 @mimih6mei Whattt wkt pildun U-20 yg lain mana bersuara? Hanya Ganjar yg berani menolak. Krn Ganjar konsisten tdk hanya dukung palestina saat perang tp saat damai pun. Skrg krn kepentingan politik baru prabowo dan anies bicara,whattt waktu pildun kamu suara berani tolak konsisten dukung palestina perang damai sekarang penting politik baru bicara,1,"['whattt', 'waktu', 'pildun', 'kamu', 'suara', 'berani', 'tolak', 'konsisten', 'dukung', 'palestina', 'perang', 'damai', 'sekarang', 'penting', 'politik', 'baru', 'bicara']",whattt waktu pildun kamu suara berani tolak konsisten dukung palestina perang damai sekarang penting politik baru bicara
@musniumar Betul mus....sm dg monumen x anies...bambu mesem...sepatu dhasmu....pohn plastik....pohon kontolmu,betul sama monumen bambu mesem sepatu dhasmu pohn plastik pohon kontol,1,"['betul', 'sama', 'monumen', 'bambu', 'mesem', 'sepatu', 'dhasmu', 'pohn', 'plastik', 'pohon', 'kontol']",betul sama monumen bambu mesem sepatu dhasmu pohn plastik pohon kontol
@YRadianto Cie Cie Cebong Makin Ketakukan Junjungan nya Keok wkwkkwkwkw,cebong takuk junjung keok wkwkkwkwkw,1,"['cebong', 'takuk', 'junjung', 'keok', 'wkwkkwkwkw']",cebong takuk junjung keok wkwkkwkwkw
@sobat_anies @NajwaShihab @susipudjiastuti @aniesbaswedan @cakimiNOW Najwa ga akan mau.. buk susi bisa jadi,najwa sus jadi,0,"['najwa', 'sus', 'jadi']",najwa sus
"@MissKoral @joserasyid @aniesbaswedan Nah kalo ini gurunya pak anies baru kita percaya, gak seperti yg kemarin usianya sama muridnya... Kan bloon.",guru baru percaya kemarin usia murid bloon,2,"['guru', 'baru', 'percaya', 'kemarin', 'usia', 'murid', 'bloon']",guru baru percaya kemarin usia murid bloon
@ekowboy2 Goblog... Muhammad hatta koq mau disamain sama anies sih.. Gak usah lebay deh kunyuk!! Muja muji yg normal normal aja deh... Gak usah terlalu se BABI itu boy....!!!!! Ingat gak usah se BABI itu!!!,goblog muhammad hatta disamain perlu lebih kunyuk muja muji normal normal perlu babi ingat perlu babi,1,"['goblog', 'muhammad', 'hatta', 'disamain', 'perlu', 'lebih', 'kunyuk', 'muja', 'muji', 'normal', 'normal', 'perlu', 'babi', 'ingat', 'perlu', 'babi']",goblog muhammad hatta disamain perlu lebih kunyuk muja muji normal normal perlu babi ingat perlu babi
"@sobat_anies Panik gak, panik gak, ya panik",panik panik panik,1,"['panik', 'panik', 'panik']",panik panik panik
@MissKoral @aniesbaswedan Wuiihh mantab calon presiden kita. Berani datang di kandang Dinasti Politik dgn sambutan yg luar biasa melubernya. Go pak Anies gooo... Akhirnya kami berbangga hati akan mendapat presiden yg cakap dlm semua halðŸ‘ðŸ‘,wuiihh mantab calon presiden berani datang kandang dinasti politik sambut luar luber gooo bangga hati dapat presiden cakap,2,"['wuiihh', 'mantab', 'calon', 'presiden', 'berani', 'datang', 'kandang', 'dinasti', 'politik', 'sambut', 'luar', 'luber', 'gooo', 'bangga', 'hati', 'dapat', 'presiden', 'cakap']",wuiihh mantab calon presiden berani datang kandang dinasti politik sambut luar luber gooo bangga hati presiden cakap
"@Kimberley_2024 Jubir PKB asal mangap saja negara kaya minyak saja rakyatnya harus beli, lah Indonesia negara sudah gak punya tambang minyak mau gratiskan BBM itu namanya bunuh diri dan omongan itu maksudnya untuk menjatuhkan kredibilitas Anies Baswedan dan Muhaimin Iskandar",juru bicara asal mangap negara kaya minyak rakyat beli indonesia negara punya tambang minyak gratis nama bunuh omong maksud jatuh kredibilitas baswedan muhaimin iskandar,1,"['juru', 'bicara', 'asal', 'mangap', 'negara', 'kaya', 'minyak', 'rakyat', 'beli', 'indonesia', 'negara', 'punya', 'tambang', 'minyak', 'gratis', 'nama', 'bunuh', 'omong', 'maksud', 'jatuh', 'kredibilitas', 'baswedan', 'muhaimin', 'iskandar']",juru bicara asal mangap negara kaya minyak rakyat beli indonesia negara punya tambang minyak gratis nama bunuh omong maksud jatuh kredibilitas baswedan muhaimin iskandar
@sobat_anies MENANG SATU PUTARAN,menang satu putar,2,"['menang', 'satu', 'putar']",menang satu putar
Anies Baswedan Bocorkan Tak Ada Tamu yang Datang Bertemu Surya Paloh Sej... https://t.co/KIVvR1IaG7 lewat @YouTube,baswedan bocor tamu datang temu surya paloh lewat,2,"['baswedan', 'bocor', 'tamu', 'datang', 'temu', 'surya', 'paloh', 'lewat']",baswedan bocor tamu datang temu surya paloh lewat
Ustadz Eka Jaya terkenal dekat dengan Pak @aniesbaswedan dan selalu terdepan membela Pak Anies. bahkan saat Pak Anies diperiksa KPK.   beliau dan pasukannya turut mengawal disekitaran gedung KPK. lantas Ustadz Eka Jaya dapat apa dari Pak anies ?,ustadz jaya kenal depan bela periksa beliau pasu turut awal sekitar gedung lantas ustadz jaya,1,"['ustadz', 'jaya', 'kenal', 'depan', 'bela', 'periksa', 'beliau', 'pasu', 'turut', 'awal', 'sekitar', 'gedung', 'lantas', 'ustadz', 'jaya']",ustadz jaya kenal depan bela periksa beliau pasu turut awal gedung lantas ustadz jaya
"@abu_waras @aniesbaswedan @ganjarpranowo Pk anies,dong,,,pk anies waktu jadi gubernur dki,,suka beli beras lokal untuk bantuan covid,,kerenkan.",jahat kelamin jahat kelamin waktu jadi gubernur suka beli beras lokal bantu covid keren,2,"['jahat', 'kelamin', 'jahat', 'kelamin', 'waktu', 'jadi', 'gubernur', 'suka', 'beli', 'beras', 'lokal', 'bantu', 'covid', 'keren']",jahat kelamin jahat kelamin waktu gubernur suka beli beras lokal bantu covid keren
"@geloraco akibat baperan dan memfitnah Anies, terima nasib dislepet bocil, bonus reunian sama pembegal ðŸ˜‚ðŸ¤£",akibat baperan fitnah terima nasib dislepet bocil bonus reuni begal,1,"['akibat', 'baperan', 'fitnah', 'terima', 'nasib', 'dislepet', 'bocil', 'bonus', 'reuni', 'begal']",akibat baperan fitnah terima nasib dislepet bocil bonus reuni begal
"@BosPurwa @aniesbaswedan @cakimiNOW Pak Anies pinter banget sih,pak? Jadi presiden yah pak. Biar punya presiden yg pinter gitu.",pinter banget jadi presiden punya presiden pinter gitu,2,"['pinter', 'banget', 'jadi', 'presiden', 'punya', 'presiden', 'pinter', 'gitu']",pinter banget presiden punya presiden pinter gitu
"setelah menang sebagai Gubernur, siapa yang dapat keuntungan. Alumni 212 sebagai tulang punggung kemenangan Pak @aniesbaswedan justru terkesan dibuang dan ditinggalkan.  bahkan saat reuni 212 dimana Ustadz Eka Jaya menjadi Ketua Pelaksanannya. Pak Anies malah tak beri rekomendasi",menang gubernur untung alumni tulang punggung menang kes buang tinggal reuni ustadz jaya jadi ketua pelaksanannya beri rekomendasi,1,"['menang', 'gubernur', 'untung', 'alumni', 'tulang', 'punggung', 'menang', 'kes', 'buang', 'tinggal', 'reuni', 'ustadz', 'jaya', 'jadi', 'ketua', 'pelaksanannya', 'beri', 'rekomendasi']",menang gubernur untung alumni tulang punggung menang kes buang tinggal reuni ustadz jaya ketua pelaksanannya beri rekomendasi
"@03__nakula Pendukung Prabowo tdk pernah hina p Jokowi dlm 5 thn ini. Yg menghina itu pendukung Anies, dan skr pastinya jg pendukung Pdip.",dukung hina tahun hina dukung sekarang pasti dukung pdip,1,"['dukung', 'hina', 'tahun', 'hina', 'dukung', 'sekarang', 'pasti', 'dukung', 'pdip']",dukung hina tahun hina dukung sekarang dukung pdip
"Pak @aniesbaswedan menang di Pilkada DKI Jakarta karena TAKBIR seluruh Peserta 212.   dan sekarang pak anies sudah meninggalkan dan menanggalkan hal itu, yang dapat diartikan menanggalkan baju kemenangan.",menang pilih kepala daerah jakarta takbir serta tinggal tanggal arti tanggal baju menang,2,"['menang', 'pilih', 'kepala', 'daerah', 'jakarta', 'takbir', 'serta', 'tinggal', 'tanggal', 'arti', 'tanggal', 'baju', 'menang']",menang pilih kepala daerah jakarta takbir tinggal tanggal arti tanggal baju menang
@UmarSyadatHsb__ Setelah dukung anies km malah semakin stres pak,dukung kilometer stres,1,"['dukung', 'kilometer', 'stres']",dukung kilometer stres
"@andre_rosiade @saifulmujani dan perlu diingat, pendukung Anies dan Ganjar yg ga memilih prabowo itu pendukung militan, yg hampir tidak mungkin memilih pasangan Prabowo - Gibran, pendukung Anies dihianati Prabowo, pendukung Ganjar dihianati Jokowi..",perlu ingat dukung tidak pilih dukung militan pilih pasang gibran dukung dihianati dukung dihianati,2,"['perlu', 'ingat', 'dukung', 'tidak', 'pilih', 'dukung', 'militan', 'pilih', 'pasang', 'gibran', 'dukung', 'dihianati', 'dukung', 'dihianati']",perlu ingat dukung pilih dukung militan pilih pasang gibran dukung dihianati dukung dihianati
"Kalau itu kata survey , bisa COD kang survey nya   SHAME ON YOU Saudi Kekecewaan Tokoh Keluarin RS Indonesia Anies Israhell https://t.co/RzKjOSRKZY",kata survey kang survey shame saudi kecewa tokoh keluarin indonesia israhell,1,"['kata', 'survey', 'kang', 'survey', 'shame', 'saudi', 'kecewa', 'tokoh', 'keluarin', 'indonesia', 'israhell']",kata survey kang survey shame saudi kecewa tokoh keluarin indonesia israhell
"@Muhamma38221971 @perssepssi_ @seruanhl @ganjarpranowo @mohmahfudmd Saya mengajak seluruh rakyat Indonesia, termasuk pendukung Ganjar-Mahfud &amp  Prabowo-Gibran, sama2 gunakan hati nurani &amp  akal sehat untuk memilih Anies-Muhaimin..AMIN.. untuk Indonesia yg lebih baik &amp  bebas KKN.. #AMINAjaDulu",ajak rakyat indonesia masuk dukung mahfud gibran guna hati nurani akal sehat pilih muhaimin amin indonesia baik bebas,2,"['ajak', 'rakyat', 'indonesia', 'masuk', 'dukung', 'mahfud', 'gibran', 'guna', 'hati', 'nurani', 'akal', 'sehat', 'pilih', 'muhaimin', 'amin', 'indonesia', 'baik', 'bebas']",ajak rakyat indonesia masuk dukung mahfud gibran hati nurani akal sehat pilih muhaimin amin indonesia baik bebas
@WagimanDeep212_ Yg pekok lari ke anies,kok lari,1,"['kok', 'lari']",kok lari
Anies Baswedan Kembali Raih Penghargaan Transportasi Tingkat International https://t.co/SlFJ0lCJWP,baswedan raih harga transportasi tingkat international,2,"['baswedan', 'raih', 'harga', 'transportasi', 'tingkat', 'international']",baswedan raih harga transportasi tingkat international
"@sobat_anies @andre_rosiade Kita merindukan Pahlawan"" dari Gol 1. Tukang Survey 2. Pejabat Hukum 3. DPR 4. Media 5. Sodagar Sepertinya semua ada di Palestina ya ? Kita bawa canda aja""",rindu pahlawan tukang survey jabat hukum dewan wakil rakyat media sodagar palestina bawa canda,1,"['rindu', 'pahlawan', 'tukang', 'survey', 'jabat', 'hukum', 'dewan', 'wakil', 'rakyat', 'media', 'sodagar', 'palestina', 'bawa', 'canda']",rindu pahlawan tukang survey jabat hukum dewan wakil rakyat media sodagar palestina bawa canda
"@ezash Di bawah pejabat siapa yang bikin? Anies atau Heru?  Biasanya klo Anies yang bikin, berita gini digoreng sebulan penuh.",bawah jabat buat heru kalau buat berita gin goreng bulan penuh,2,"['bawah', 'jabat', 'buat', 'heru', 'kalau', 'buat', 'berita', 'gin', 'goreng', 'bulan', 'penuh']",bawah jabat buat heru kalau buat berita gin goreng bulan penuh
"@Heindrahayyun1 @DoankWarto Tapi hobi peluk bini orang dan itu di bolehkan bahkan di puja2..makanya bikin patung bambu mesum, suka ganti nama, lobangin jalan biar banyak mobil rakyat nyungsep adalah karya Anies yg selalu  diingat Rakyat...",hobi peluk bini orang boleh puja buat patung bambu mesum suka ganti nama lobangin jalan mobil rakyat nyungsep karya ingat rakyat,1,"['hobi', 'peluk', 'bini', 'orang', 'boleh', 'puja', 'buat', 'patung', 'bambu', 'mesum', 'suka', 'ganti', 'nama', 'lobangin', 'jalan', 'mobil', 'rakyat', 'nyungsep', 'karya', 'ingat', 'rakyat']",hobi peluk bini orang puja buat patung bambu mesum suka ganti nama lobangin jalan mobil rakyat nyungsep karya ingat rakyat
"@AbanggSayur Kl ganjar sebenarnya gak sih, krn jkw dah gak dinilai sama elite2 pdip... mrk misuh2 terus, sampe nyebut2 istilahnya hehe... Makanya prabs hrs menang, kl sampe ganjar naek, abis jkw... dendam maknyak itu berat.  Yg aman kl anies naek, jkw &amp  fams tetap aman....",kalo jokowi nilai elite pdip misuh terus nyebut istilah prabs menang kalo naik habis jokowi dendam maknyak berat aman kalo naik jokowi fams tetap aman,2,"['kalo', 'jokowi', 'nilai', 'elite', 'pdip', 'misuh', 'terus', 'nyebut', 'istilah', 'prabs', 'menang', 'kalo', 'naik', 'habis', 'jokowi', 'dendam', 'maknyak', 'berat', 'aman', 'kalo', 'naik', 'jokowi', 'fams', 'tetap', 'aman']",kalo jokowi nilai elite pdip misuh terus nyebut istilah prabs menang kalo naik habis jokowi dendam maknyak berat aman kalo naik jokowi fams tetap aman
@Aryprasetyo85 Knp Cebong pada panik n ketakutan yah wkwkwkkw....Kasihan Cebong makin ketakukan junjungan nya keok,cebong panik takut wkwkwkkw kasihan cebong takuk junjung keok,1,"['cebong', 'panik', 'takut', 'wkwkwkkw', 'kasihan', 'cebong', 'takuk', 'junjung', 'keok']",cebong panik takut kasihan cebong takuk junjung keok
Dapatkan frame ini melalui https://t.co/Z3yUjT0i5R #RajaFrame #amin-anies-baswedan-muhaimin-iskandar-capres-cawapres-2024-4 https://t.co/wARr1ytRD3,dapat frame baswedan muhaimin iskandar capres cawapres,0,"['dapat', 'frame', 'baswedan', 'muhaimin', 'iskandar', 'capres', 'cawapres']",frame baswedan muhaimin iskandar capres cawapres
"Sampaikan Orasi, Anies Baswedan Sebut Jika Menang di Solo se-Indonesia Bergetar https://t.co/eXxuQfAv3p https://t.co/eXxuQfAv3p",sampai orasi baswedan sebut menang solo indonesia getar,2,"['sampai', 'orasi', 'baswedan', 'sebut', 'menang', 'solo', 'indonesia', 'getar']",orasi baswedan sebut menang solo indonesia getar
Anies dan Ganjar Akan Head to Head Jika Gibran Dibatalkan Jadi Cawapres Prabowo https://t.co/ZKIKIKAPn3 https://t.co/ZKIKIKAPn3,head tryout head gibran batal jadi cawapres,0,"['head', 'tryout', 'head', 'gibran', 'batal', 'jadi', 'cawapres']",head tryout head gibran batal cawapres
@sobat_anies @andre_rosiade Tanggung amat tambahin lah 5% ...hhh,tanggung tambahin,1,"['tanggung', 'tambahin']",tanggung tambahin
